Run,Group,Tag
SRR29658354,IGM24,0
SRR29658355,IGM24,0
SRR29658356,IGM70,1
SRR29658357,IGM70,1
SRR29658358,IGM70,1
SRR29658359,IGM70,1
SRR29658360,IGM6,1
SRR29658361,IGM21,0
SRR29658362,IGM6,1
SRR29658363,IGM6,1
SRR29658364,IGM6,1
SRR29658365,IGM6,1
SRR29658366,IGM69,0
SRR29658367,IGM69,0
SRR29658368,IGM69,0
SRR29658369,IGM69,0
SRR29658370,IGM69,0
SRR29658371,IGM68,0
SRR29658372,IGM21,0
SRR29658373,IGM68,0
SRR29658374,IGM68,0
SRR29658375,IGM68,0
SRR29658376,IGM68,0
SRR29658377,IGM67,1
SRR29658378,IGM67,1
SRR29658379,IGM67,1
SRR29658380,IGM67,1
SRR29658381,IGM67,1
SRR29658382,IGM66,1
SRR29658383,IGM17,0
SRR29658384,IGM66,1
SRR29658385,IGM66,1
SRR29658386,IGM66,1
SRR29658387,IGM66,1
SRR29658388,IGM65,1
SRR29658389,IGM65,1
SRR29658390,IGM65,1
SRR29658391,IGM65,1
SRR29658392,IGM65,1
SRR29658393,IGM64,0
SRR29658394,IGM17,0
SRR29658395,IGM64,0
SRR29658396,IGM64,0
SRR29658397,IGM64,0
SRR29658398,IGM61,1
SRR29658399,IGM61,1
SRR29658400,IGM61,1
SRR29658401,IGM61,1
SRR29658402,IGM60,1
SRR29658403,IGM60,1
SRR29658404,IGM60,1
SRR29658405,IGM17,0
SRR29658406,IGM60,1
SRR29658407,IGM60,1
SRR29658408,IGM5,0
SRR29658409,IGM5,0
SRR29658410,IGM5,0
SRR29658411,IGM5,0
SRR29658412,IGM59,0
SRR29658413,IGM59,0
SRR29658414,IGM59,0
SRR29658415,IGM59,0
SRR29658416,IGM17,0
SRR29658417,IGM58,1
SRR29658418,IGM58,1
SRR29658419,IGM58,1
SRR29658420,IGM58,1
SRR29658421,IGM58,1
SRR29658422,IGM57,0
SRR29658423,IGM57,0
SRR29658424,IGM57,0
SRR29658425,IGM57,0
SRR29658426,IGM57,0
SRR29658427,IGM15,0
SRR29658428,IGM55,0
SRR29658429,IGM55,0
SRR29658430,IGM55,0
SRR29658431,IGM55,0
SRR29658432,IGM52,0
SRR29658433,IGM52,0
SRR29658434,IGM52,0
SRR29658435,IGM52,0
SRR29658436,IGM51,0
SRR29658437,IGM51,0
SRR29658438,IGM15,0
SRR29658439,IGM51,0
SRR29658440,IGM51,0
SRR29658441,IGM51,0
SRR29658442,IGM49,0
SRR29658443,IGM49,0
SRR29658444,IGM49,0
SRR29658445,IGM49,0
SRR29658446,IGM48,1
SRR29658447,IGM48,1
SRR29658448,IGM48,1
SRR29658449,IGM15,0
SRR29658450,IGM10,1
SRR29658451,IGM10,1
