Run,Group,Tag
SRR10911484,SRR10911484,0
SRR10911485,SRR10911485,1
SRR10911486,SRR10911486,1
SRR10911487,SRR10911487,0
SRR10911488,SRR10911488,1
SRR10911489,SRR10911489,1
SRR10911490,SRR10911490,0
SRR10911491,SRR10911491,1
SRR10911492,SRR10911492,1
SRR10911493,SRR10911493,1
SRR10911494,SRR10911494,0
SRR10911495,SRR10911495,0
SRR10911496,SRR10911496,1
SRR10911497,SRR10911497,1
SRR10911498,SRR10911498,0
SRR10911499,SRR10911499,1
SRR10911500,SRR10911500,1
SRR10911501,SRR10911501,0
SRR10911502,SRR10911502,1
SRR10911503,SRR10911503,1
SRR10911504,SRR10911504,1
SRR10911505,SRR10911505,0
SRR10911506,SRR10911506,1
SRR10911507,SRR10911507,0
SRR10911508,SRR10911508,1
SRR10911509,SRR10911509,1
SRR10911510,SRR10911510,0
SRR10911511,SRR10911511,1
SRR10911512,SRR10911512,1
SRR10911513,SRR10911513,0
SRR10911514,SRR10911514,1
SRR10911515,SRR10911515,1
SRR10911516,SRR10911516,0
SRR10911517,SRR10911517,0
SRR10911518,SRR10911518,0
SRR10911519,SRR10911519,1
SRR10911520,SRR10911520,1
SRR10911521,SRR10911521,0
SRR10911522,SRR10911522,1
SRR10911523,SRR10911523,1
SRR10911524,SRR10911524,1
SRR10911525,SRR10911525,1
SRR10911526,SRR10911526,0
SRR10911527,SRR10911527,1
SRR10911528,SRR10911528,1
SRR10911529,SRR10911529,1
SRR10911530,SRR10911530,0
SRR10911531,SRR10911531,1
SRR10911532,SRR10911532,1
SRR10911533,SRR10911533,0
SRR10911534,SRR10911534,1
SRR10911535,SRR10911535,1
SRR10911536,SRR10911536,0
SRR10911537,SRR10911537,0
SRR10911538,SRR10911538,1
SRR10911539,SRR10911539,1
SRR10911540,SRR10911540,0
SRR10911541,SRR10911541,1
SRR10911542,SRR10911542,1
SRR10911543,SRR10911543,1
SRR10911544,SRR10911544,0
SRR10911545,SRR10911545,1
SRR10911546,SRR10911546,1
SRR10911547,SRR10911547,1
SRR10911548,SRR10911548,1
SRR10911549,SRR10911549,0
SRR10911550,SRR10911550,1
SRR10911551,SRR10911551,1
SRR10911552,SRR10911552,0
SRR10911553,SRR10911553,1
SRR10911554,SRR10911554,1
SRR10911555,SRR10911555,0
SRR10911556,SRR10911556,0
SRR10911557,SRR10911557,1
SRR10911558,SRR10911558,1
SRR10911559,SRR10911559,1
SRR10911560,SRR10911560,1
SRR10911561,SRR10911561,0
SRR10911562,SRR10911562,1
SRR10911563,SRR10911563,1
SRR10911564,SRR10911564,0
SRR10911565,SRR10911565,1
SRR10911566,SRR10911566,0
SRR10911567,SRR10911567,1
SRR10911568,SRR10911568,0
SRR10911569,SRR10911569,1
SRR10911570,SRR10911570,1
SRR10911571,SRR10911571,0
SRR10911572,SRR10911572,1
SRR10911573,SRR10911573,1
SRR10911574,SRR10911574,0
SRR10911575,SRR10911575,1
SRR10911576,SRR10911576,1
SRR10911577,SRR10911577,0
SRR10911578,SRR10911578,0
SRR10911579,SRR10911579,0
SRR10911580,SRR10911580,1
SRR10911581,SRR10911581,1
SRR10911582,SRR10911582,0
SRR10911583,SRR10911583,1
SRR10911584,SRR10911584,1
SRR10911585,SRR10911585,1
SRR10911586,SRR10911586,1
SRR10911587,SRR10911587,0
SRR10911588,SRR10911588,1
SRR10911589,SRR10911589,0
SRR10911590,SRR10911590,1
SRR10911591,SRR10911591,0
SRR10911592,SRR10911592,1
SRR10911593,SRR10911593,1
SRR10911594,SRR10911594,0
SRR10911595,SRR10911595,0
SRR10911596,SRR10911596,1
SRR10911597,SRR10911597,1
SRR10911598,SRR10911598,1
SRR10911599,SRR10911599,1
SRR10911600,SRR10911600,1
SRR10911601,SRR10911601,0
SRR10911602,SRR10911602,1
SRR10911603,SRR10911603,1
SRR10911604,SRR10911604,0
SRR10911605,SRR10911605,1
SRR10911606,SRR10911606,1
SRR10911607,SRR10911607,0
SRR10911608,SRR10911608,1
SRR10911609,SRR10911609,1
SRR10911610,SRR10911610,1
SRR10911611,SRR10911611,0
SRR10911612,SRR10911612,0
SRR10911613,SRR10911613,1
SRR10911614,SRR10911614,1
SRR10911615,SRR10911615,0
SRR10911616,SRR10911616,1
SRR10911617,SRR10911617,1
SRR10911618,SRR10911618,0
SRR10911619,SRR10911619,1
SRR10911620,SRR10911620,1
SRR10911621,SRR10911621,1
SRR10911622,SRR10911622,1
SRR10911623,SRR10911623,1
SRR10911624,SRR10911624,1
SRR10911625,SRR10911625,0
SRR10911626,SRR10911626,0
SRR10911627,SRR10911627,1
SRR10911628,SRR10911628,0
SRR10911629,SRR10911629,1
SRR10911630,SRR10911630,0
SRR10911631,SRR10911631,1
SRR10911632,SRR10911632,1
SRR10911633,SRR10911633,0
SRR10911634,SRR10911634,1
SRR10911635,SRR10911635,1
SRR10911636,SRR10911636,0
SRR10911637,SRR10911637,1
SRR10911638,SRR10911638,1
SRR10911639,SRR10911639,0
SRR10911640,SRR10911640,1
SRR10911641,SRR10911641,1
SRR10911642,SRR10911642,0
SRR10911643,SRR10911643,1
SRR10911644,SRR10911644,1
SRR10911645,SRR10911645,0
SRR10911646,SRR10911646,1
SRR10911647,SRR10911647,1
SRR10911648,SRR10911648,1
SRR10911649,SRR10911649,1
SRR10911650,SRR10911650,0
SRR10911651,SRR10911651,1
SRR10911652,SRR10911652,1
SRR10911653,SRR10911653,0
SRR10911654,SRR10911654,1
SRR10911655,SRR10911655,1
SRR10911656,SRR10911656,1
SRR10911657,SRR10911657,0
SRR10911658,SRR10911658,1
SRR10911659,SRR10911659,1
SRR10911660,SRR10911660,0
SRR10911661,SRR10911661,0
SRR10911662,SRR10911662,1
SRR10911663,SRR10911663,0
SRR10911664,SRR10911664,1
SRR10911665,SRR10911665,1
SRR10911666,SRR10911666,0
SRR10911667,SRR10911667,1
SRR10911668,SRR10911668,1
SRR10911669,SRR10911669,1
SRR10911670,SRR10911670,0
SRR10911671,SRR10911671,1
SRR10911672,SRR10911672,1
SRR10911673,SRR10911673,1
SRR10911674,SRR10911674,1
SRR10911675,SRR10911675,0
SRR10911676,SRR10911676,1
SRR10911677,SRR10911677,1
SRR10911678,SRR10911678,1
SRR10911679,SRR10911679,0
SRR10911680,SRR10911680,1
SRR10911681,SRR10911681,1
SRR10911682,SRR10911682,0
SRR10911683,SRR10911683,1
SRR10911684,SRR10911684,1
SRR10911685,SRR10911685,0
SRR10911686,SRR10911686,0
SRR10911687,SRR10911687,0
SRR10911688,SRR10911688,0
SRR10911689,SRR10911689,1
SRR10911690,SRR10911690,0
SRR10911691,SRR10911691,0
SRR10911692,SRR10911692,0
SRR10911693,SRR10911693,0
SRR10911694,SRR10911694,0
SRR10911695,SRR10911695,0
SRR10911696,SRR10911696,0
SRR10911697,SRR10911697,0
SRR10911698,SRR10911698,0
SRR10911699,SRR10911699,0
SRR10911700,SRR10911700,1
SRR10911701,SRR10911701,0
SRR10911702,SRR10911702,0
SRR10911703,SRR10911703,1
SRR10911704,SRR10911704,0
SRR10911705,SRR10911705,1
SRR10911706,SRR10911706,0
SRR10911707,SRR10911707,1
SRR10911708,SRR10911708,0
SRR10911709,SRR10911709,0
SRR10911710,SRR10911710,1
SRR10911711,SRR10911711,1
SRR10911712,SRR10911712,0
SRR10911713,SRR10911713,1
SRR10911714,SRR10911714,1
SRR10911715,SRR10911715,1
SRR10911716,SRR10911716,1
SRR10911717,SRR10911717,1
SRR10911718,SRR10911718,0
SRR10911719,SRR10911719,1
SRR10911720,SRR10911720,1
SRR10911721,SRR10911721,1
SRR10911722,SRR10911722,1
SRR10911723,SRR10911723,1
SRR10911724,SRR10911724,0
SRR10911725,SRR10911725,1
SRR10911726,SRR10911726,1
SRR10911727,SRR10911727,0
SRR10911728,SRR10911728,1
SRR10911729,SRR10911729,1
SRR10911730,SRR10911730,0
SRR10911731,SRR10911731,1
SRR10911732,SRR10911732,0
SRR10911733,SRR10911733,1
SRR10911734,SRR10911734,1
SRR10911735,SRR10911735,1
SRR10911736,SRR10911736,0
SRR10911737,SRR10911737,1
SRR10911738,SRR10911738,1
SRR10911739,SRR10911739,0
SRR10911740,SRR10911740,1
SRR10911741,SRR10911741,1
SRR10911742,SRR10911742,0
SRR10911743,SRR10911743,0
SRR10911744,SRR10911744,0
SRR10911745,SRR10911745,1
SRR10911746,SRR10911746,1
SRR10911747,SRR10911747,0
SRR10911748,SRR10911748,0
SRR10911749,SRR10911749,1
SRR10911750,SRR10911750,0
SRR10911751,SRR10911751,0
SRR10911752,SRR10911752,0
SRR10911753,SRR10911753,0
SRR10911754,SRR10911754,0
SRR10911755,SRR10911755,0
SRR10911756,SRR10911756,0
SRR10911757,SRR10911757,0
SRR10911758,SRR10911758,0
SRR10911759,SRR10911759,0
SRR10911760,SRR10911760,0
SRR10911761,SRR10911761,0
SRR10911762,SRR10911762,0
SRR10911763,SRR10911763,0
SRR10911764,SRR10911764,0
SRR10911765,SRR10911765,0
SRR10911766,SRR10911766,0
SRR10911767,SRR10911767,0
SRR10911768,SRR10911768,0
SRR10911769,SRR10911769,0
SRR10911770,SRR10911770,0
SRR10911771,SRR10911771,1
SRR10911772,SRR10911772,1
SRR10911773,SRR10911773,1
SRR10911774,SRR10911774,1
SRR10911775,SRR10911775,1
SRR10911776,SRR10911776,1
SRR10911777,SRR10911777,1
SRR10911778,SRR10911778,1
SRR10911779,SRR10911779,1
SRR10911780,SRR10911780,1
SRR10911781,SRR10911781,1
SRR10911782,SRR10911782,1
SRR10911783,SRR10911783,1
SRR10911784,SRR10911784,1
SRR10911785,SRR10911785,1
SRR10911786,SRR10911786,1
SRR10911787,SRR10911787,1
SRR10911788,SRR10911788,1
SRR10911789,SRR10911789,1
SRR10911790,SRR10911790,1
SRR10911791,SRR10911791,1
SRR10911792,SRR10911792,1
SRR10911793,SRR10911793,1
SRR10911794,SRR10911794,1
SRR10911795,SRR10911795,1
SRR10911796,SRR10911796,1
SRR10911797,SRR10911797,1
SRR10911798,SRR10911798,0
SRR10911799,SRR10911799,0
SRR10911800,SRR10911800,0
SRR10911801,SRR10911801,0
SRR10911802,SRR10911802,0
SRR10911803,SRR10911803,0
SRR10911804,SRR10911804,0
SRR10911805,SRR10911805,0
SRR10911806,SRR10911806,0
SRR10911807,SRR10911807,0
SRR10911808,SRR10911808,0
SRR10911809,SRR10911809,0
SRR10911810,SRR10911810,0
SRR10911811,SRR10911811,0
SRR10911812,SRR10911812,0
SRR10911813,SRR10911813,1
SRR10911814,SRR10911814,0
SRR10911815,SRR10911815,0
SRR10911816,SRR10911816,0
SRR10911817,SRR10911817,1
SRR10911818,SRR10911818,0
SRR10911819,SRR10911819,0
SRR10911820,SRR10911820,0
SRR10911821,SRR10911821,1
SRR10911822,SRR10911822,1
SRR10911823,SRR10911823,1
SRR10911824,SRR10911824,1
SRR10911825,SRR10911825,1
SRR10911826,SRR10911826,1
SRR10911827,SRR10911827,1
SRR10911828,SRR10911828,1
SRR10911829,SRR10911829,1
SRR10911830,SRR10911830,1
SRR10911831,SRR10911831,1
SRR10911832,SRR10911832,1
SRR10911833,SRR10911833,1
SRR10911834,SRR10911834,1
SRR10911835,SRR10911835,1
SRR10911836,SRR10911836,1
SRR10911837,SRR10911837,1
SRR10911838,SRR10911838,1
SRR10911839,SRR10911839,1
SRR10911840,SRR10911840,1
SRR10911841,SRR10911841,1
SRR10911842,SRR10911842,1
SRR10911843,SRR10911843,1
SRR10911844,SRR10911844,1
SRR10911845,SRR10911845,1
SRR10911846,SRR10911846,1
SRR10911847,SRR10911847,1
SRR10911848,SRR10911848,1
SRR10911849,SRR10911849,0
SRR10911850,SRR10911850,1
SRR10911851,SRR10911851,0
SRR10911852,SRR10911852,0
SRR10911853,SRR10911853,1
SRR10911854,SRR10911854,0
SRR10911855,SRR10911855,0
SRR10911856,SRR10911856,0
SRR10911857,SRR10911857,0
SRR10911858,SRR10911858,0
SRR10911859,SRR10911859,1
SRR10911860,SRR10911860,0
SRR10911861,SRR10911861,0
SRR10911862,SRR10911862,0
SRR10911863,SRR10911863,1
SRR10911864,SRR10911864,0
SRR10911865,SRR10911865,0
SRR10911866,SRR10911866,0
SRR10911867,SRR10911867,0
SRR10911868,SRR10911868,0
SRR10911869,SRR10911869,1
SRR10911870,SRR10911870,1
SRR10911871,SRR10911871,0
SRR10911872,SRR10911872,1
SRR10911873,SRR10911873,1
SRR10911874,SRR10911874,1
SRR10911875,SRR10911875,0
SRR10911876,SRR10911876,1
SRR10911877,SRR10911877,1
SRR10911878,SRR10911878,0
SRR10911879,SRR10911879,0
SRR10911880,SRR10911880,1
SRR10911881,SRR10911881,1
SRR10911882,SRR10911882,0
SRR10911883,SRR10911883,1
SRR10911884,SRR10911884,1
SRR10911885,SRR10911885,1
SRR10911886,SRR10911886,1
SRR10911887,SRR10911887,0
SRR10911888,SRR10911888,1
SRR10911889,SRR10911889,1
SRR10911890,SRR10911890,0
SRR10911891,SRR10911891,0
SRR10911892,SRR10911892,1
SRR10911893,SRR10911893,1
SRR10911894,SRR10911894,0
SRR10911895,SRR10911895,1
SRR10911896,SRR10911896,1
SRR10911897,SRR10911897,0
SRR10911898,SRR10911898,0
SRR10911899,SRR10911899,1
SRR10911900,SRR10911900,1
SRR10911901,SRR10911901,0
SRR10911902,SRR10911902,0
SRR10911903,SRR10911903,1
SRR10911904,SRR10911904,1
SRR10911905,SRR10911905,0
SRR10911906,SRR10911906,0
SRR10911907,SRR10911907,1
SRR10911908,SRR10911908,1
SRR10911909,SRR10911909,1
SRR10911910,SRR10911910,1
SRR10911911,SRR10911911,0
SRR10911912,SRR10911912,1
SRR10911913,SRR10911913,1
SRR10911914,SRR10911914,0
SRR10911915,SRR10911915,1
SRR10911916,SRR10911916,0
SRR10911917,SRR10911917,1
SRR10911918,SRR10911918,0
SRR10911919,SRR10911919,1
SRR10911920,SRR10911920,1
SRR10911921,SRR10911921,0
SRR10911922,SRR10911922,0
SRR10911923,SRR10911923,1
SRR10911924,SRR10911924,1
SRR10911925,SRR10911925,0
SRR10911926,SRR10911926,0
SRR10911927,SRR10911927,1
SRR10911928,SRR10911928,1
SRR10911929,SRR10911929,0
SRR10911930,SRR10911930,1
SRR10911931,SRR10911931,1
SRR10911932,SRR10911932,0
SRR10911933,SRR10911933,1
SRR10911934,SRR10911934,1
SRR10911935,SRR10911935,1
SRR10911936,SRR10911936,0
SRR10911937,SRR10911937,1
SRR10911938,SRR10911938,0
SRR10911939,SRR10911939,1
SRR10911940,SRR10911940,1
SRR10911941,SRR10911941,0
SRR10911942,SRR10911942,1
SRR10911943,SRR10911943,1
SRR10911944,SRR10911944,0
SRR10911945,SRR10911945,1
SRR10911946,SRR10911946,1
SRR10911947,SRR10911947,0
SRR10911948,SRR10911948,0
SRR10911949,SRR10911949,0
SRR10911950,SRR10911950,1
SRR10911951,SRR10911951,1
SRR10911952,SRR10911952,0
SRR10911953,SRR10911953,1
SRR10911954,SRR10911954,1
SRR10911955,SRR10911955,0
SRR10911956,SRR10911956,1
SRR10911957,SRR10911957,0
SRR10911958,SRR10911958,1
SRR10911959,SRR10911959,1
SRR10911960,SRR10911960,0
SRR10911961,SRR10911961,1
SRR10911962,SRR10911962,1
SRR10911963,SRR10911963,1
SRR10911964,SRR10911964,1
SRR10911965,SRR10911965,0
SRR10911966,SRR10911966,0
SRR10911967,SRR10911967,1
SRR10911968,SRR10911968,1
